"ID";"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten"
"67";"1";"Bougies d'ambiance";"65";"0";"<p>Faites de votre soirée un instant d’exception… Pièces maitresses de votre décoration, nos <strong>1bougies d’ambiance</strong> ornent votre console ou table de salon. <strong>Rondes</strong> ou <strong>cylindriques</strong>, au <strong>coloris classique</strong> ou <strong>pétillant</strong>, découvrez notre large gamme de <strong>bougies déco</strong> et composez votre assortiment déco !</p>";"Bougies d’ambiance, rondes et cylindriques";"Bougies d’ambiance, rondes et cylindriques,bougies déco,bougies colorées,bougies d'ambiance,bougies artisanales";"Bougies la Française vous propose une large gamme de bougies d’ambiance. Découvrez touts nos bougies rondes et cylindriques et composez votre déco.";"bougies-d-ambiance"
