Identifiant;Active (0/1);Nom;Categories (x,y,z...);Prix HT;ID rÃ¨gles de taxes;Prix d'achat;En soldes (0/1);Montant de rí©duction;Pourcentage de rí©duction;Rí©duction de (aaaa-mm-jj);Rí©duction Ã (aaaa-mm-jj);Rí©fí©rence;Rí©fí©rence fournisseur;Fournisseur;Fabricant;EAN13;UPC;Eco taxe;Largeur (cm);Hauteur (cm);Profondeur (cm);Poids (kg);Quantití©;Quantití© minimale;Visibilití©;Frais de port supplí©mentaire;Unití©;Ratio de prix unitaire;Description courte (html);Description (html);Tags (x,y,z...);Balise de titre;Mí©ta mots-clí©s;Mí©ta description;URL simplifií©e;"Texte ""En stock""";"Texte ""En commande"" (si autorisí©)";Disponible Ã la commande (0 = Non, 1 = Oui);Date de disponibilití© du produit;Date d'ajout d'un produit;Afficher le prix (0 = Non, 1 = Oui);URLs des images (x,y,z...);Supprimer les images existantes (0 = non, 1 = oui);Caractí©ristique(Nom:Valeur);Disponible en ligne uniquement (0 = Non, 1 = Oui);Etat;Personnalisable (0 = Non, 1 = Oui);Fichiers tí©lí©chargeables (0 = Non, 1 = Oui);Champs text (0 = Non, 1 = Oui);Si rupture de stock;Gestion des stocks avancí©e;ID ou nom de la boutique
429880;1;Bougie parfumí©e 100h thí© blanc sakura Slow time;17,3,11;10;1;;0;;;;;429880;;;;1,23E+12;;0;10;10;10;2;10;1;;;;;;"<p>
Dans un format XL, la <b>bougie parfumí©e thí© blanc sakura </b>se pare des reflets dÍune eau pure et cristalline pour vous plonger dans un univers empreint de sí©rí©nití©. Allumez la flamme et í©vadez-vous dans une ambiance dí©licate et ressourçante. Elí©gante et í©purí©e, cette <b>bougie bleue mercurisí©e </b>illuminera votre pièce dÍune troublante sensibilití©. <br/><br/>
Egarí©e dans la douceur dÍune mí©lodie japonaise traditionnelle, la senteur de cette <b>bougie </b>vous conduira sur les sentiers dÍun jardin zen où le temps semble sÍêtre arrêtí©ƒ Dans la fraÓcheur dÍune brise matinale, les premières notes hespí©ridí©es í©veillent les sens. LÍesprit se libère sur la rencontre dÍun cìur herbací©, dans lequel les subtilití©s de la coriandre subliment le sillage lí©ger et solaire du thí© blanc. Dí©voilant la chaleur dÍun fond aromatique où sÍentremêlent le caractère boisí© du santal et la sensualití© de lÍambre, la fragrance de cette <b>bougie en verre</b> captive, í©voquant la beautí© dÍun paysage de cerisiers en fleur. <br/><br/>
Accordez-vous une ví©ritable pause olfactive en dí©couvrant toute la collection de <a href=""""http://http://blfecommerce.preprod.vupar.fr/fr/40-slow-timeæ>bougies parfumí©es Slow Time</a>. 
</p>";;Bougie Chouette Olivier 1;Bougie Chouette Olivier 1;Bougie Chouette Olivier 1;bougie-olivier1;;;1;;01/01/2013;1;../import/1.jpg,../import/2.jpg;0;Hauteur:200,Largeur:200,Profondeur:200,DiamÃ¨tre:200,Poids:200,Durí©e de combustion:de 1 heure Ã 4 heures,Collection:Noel,Parfum:Rose,ThÃ¨me:Noel;0;;0;0;0;0;0;1
