reference;quantity;id_shop
2391210;1;1
2425630;1;1
2429820;1;1
2586526;1;1
2429860;1;1
2425650;2;1
2586531;2;1
2389940;5;1
2390050;5;1
2797300;6;1
2390450;6;1
2386935;6;1
2387316;7;1
2388985;8;1
2387466;9;1
2388995;9;1
2390410;10;1
2390430;11;1
2391880;11;1
2391455;2;1
2391910;12;1
2429810;12;1
2390160;13;1
2391960;14;1
2388990;15;1
2390200;-25;1
2391325;15;1
2425660;15;1
2390460;15;1
2391290;15;1
2390190;11;1
2388980;17;1
2390120;17;1
2390170;19;1
2390020;20;1
