reference;quantity;id_shop
2389980;-29;1
2390420;-29;1
2391715;-29;1
2391725;-29;1
2391765;-29;1
2391755;-28;1
2388970;-24;1
2796200;-17;1
2387315;-19;1
2387345;-19;1
2387455;-19;1
2389950;-19;1
2390030;-19;1
2390080;-19;1
2391505;-19;1
2391575;-19;1
2423050;-19;1
2423060;-19;1
2476220;-19;1
2386925;-18;1
2386955;-17;1
2387335;-18;1
2387336;7;1
2390000;-18;1
