"ID";"Quantité"
"2629350";"8"
"2024687";"18"
"2381415";"24"
"2391475";"22"
"2510040";"0"
"2600520";"0"
"2024287";"17"
"2230652";"20"
"2389970";"8"
"2429931";"58"
"2700815";"20"
"2202090";"16"
"2381835";"27"
"2392034";"24"
"2510470";"0"
"2635450";"0"
"2100508";"19"
"2381455";"43"
"2391615";"0"
"2510110";"0"
"2600617";"48"
"2024335";"29"
"2230718";"23"
"2390015";"50"
"2432120";"49"
"2900801";"50"
"2204014";"9"
"2386850";"0"
"2392046";"24"
"2510505";"0"
"2640750";"0"
"2100552";"17"
"2381495";"48"
"2391755";"0"
"2510155";"0"
"2600628";"8"
"2024391";"50"
"2230787";"107"
"2390085";"49"
"2437700";"14"
"2586531";"13"
"2204056";"10"
"2386961";"48"
"2399010";"1"
"2510540";"20"
"2700245";"0"
"2126300";"1"
"2381635";"20"
"2391865";"30"
"2510220";"23"
"2600641";"33"
"2024439";"50"
"2240202";"35"
"2390170";"42"
"2439130";"0"
"2600180";"0"
"2230314";"45"
"2386973";"27"
"2423030";"4"
"2510573";"36"
"2700310";"50"
"2202002";"28"
"2381675";"30"
"2391915";"30"
"2510265";"0"
"2510576";"50"
"2700325";"50"
"2202008";"17"
"2381690";"29"
"2391930";"0"
"2510280";"25"
"2600663";"8"
"2024514";"0"
"2240287";"25"
"2391190";"41"
"2459215";"50"
"2600315";"68"
"2230501";"26"
"2387455";"50"
"2425640";"33"
"2510601";"48"
"2700360";"50"
"2202029";"14"
"2381730";"32"
"2392001";"28"
"2510330";"48"
"2600710";"40"
"2024590";"50"
"2291200";"36"
"2476220";"44"
"2600410";"0"
"2230552";"28"
"2388955";"27"
"2429830";"48"
"2510703";"50"
"2700368";"15"
"2202052";"14"
"2381770";"15"
"2392013";"29"
"2510405";"50"
