reference;quantity;id_shop
2390060;-18;1
2391280;-18;1
2391355;-18;1
2425610;-18;1
2432130;-18;1
2432150;-18;1
2432160;-18;1
2391230;-18;1
2386820;-17;1
2386830;-17;1
2386915;-16;1
2389970;-17;1
2390010;-17;1
2391190;-17;1
2391270;-17;1
2391315;-17;1
2391655;-17;1
2423040;-17;1
2429325;-17;1
2429335;-17;1
2476260;-17;1
2588600;-16;1
