reference;quantity;id_shop
2100501;4;1
2100502;7;1
2100504;5;1
2100514;6;1
2100526;1;1
2100529;1;1
2100533;1;1
2100544;3;1
2100549;1;1
2100552;2;1
2100584;1;1
2100587;2;1
2202001;1;1
2202002;5;1
2202004;5;1
2202008;4;1
2202014;5;1
2202029;1;1
2202041;1;1
2202084;1;1
2202086;7;1
2202087;2;1
2202088;1;1
2202093;1;1
2204001;4;1
2204002;8;1
2204004;5;1
2204014;1;1
2204026;1;1
2204033;3;1
2204049;1;1
2204087;4;1
2204090;1;1
