"ID";"Active";"Name";"Categories";"Price tax excluded or Price tax included";"Tax rules ID";"Wholesale price";"On sale";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";"Supplier";"Manufacturer";"EAN13";"UPC";"Ecotax";"Width";"Height";"Depth";"Weight";"Quantity";"Minimal quantity";"Visibility";"Additional shipping cost";"Unity";"Unit price";"Short description";"Description";"Tags (x,y,z...)";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";"Image URLs (x,y,z...)";"Delete existing images (0 = No, 1 = Yes)";"Feature(Name:Value:Position)";"Available online only (0 = No, 1 = Yes)";"Condition";"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Out of stock";"ID / Name of shop";"Advanced stock management";"Depends On Stock";"Warehouse"
2476210;1;"Bougie parfumée céramique mordorée 60h rhum tabac";"14,15,31,33,41,45,49,150";"26.67";1;"0.0";0;"0.0";"0.0";;;2476210;;0;2;3023674762101;;"0.0";"0.0";"0.0";"0.0";"0.0";46;1;"both";"0.0";;"0.0";"<p><img title=""Pyramide olfactive senteur Rhum tabac"" src=""http://www.bougies-la-francaise.com/img/cms/pyramid/Lounge/P_Rhum-Tabac.jpg"" alt=""Pyramide olfactive Bougie parfumée mordorée Rhum tabac"" width=""977"" height=""307"" /></p>";"<p>Précieusement logée dans un pot en céramique mordoré, cette <strong>bougie parfumée rhum tabac</strong> vous immerge dans l’intimité d’une ambiance tamisée. A l’allure masculine, cette <strong>bougie design</strong> dissimule ses effluves sous un couvercle en bois teinté wengé. <br /><br /> Dès les premiers accords, cette <strong>bougie parfumée</strong> libère un cocktail de notes porté par les effluves d’un rhum arrangé. D’abord liquoreuse, la senteur de cette <strong>bougie en céramique</strong> évolue sur la chaleur d’un cœur d’épices subtilement miellé. Dans le sillage envoûtant d’une volute de Havane, l’union des dernières notes boisées aux arômes de tabac, enveloppent votre pièce dans la chaleur d’une évasion cubaine. <br /><br /> Alliance de raffinement et de sophistication. Découvrez toute la collection de <a href=""/15-lounge-spirit"">bougies parfumées Lounge spirit</a>.<br /><br /> Bougie fabriquée en France. Parfum de Grasse : Rhum tabac.</p>";;"Bougie parfumée 60h rhum tabac Lounge spirit";"bougie parfumée 60h rhum tabac lounge spirit";"A l’allure masculine, cette bougie design libère les senteurs d’un rhum arrangé. Cette bougie parfumée rhum tabac vous immerge dans l’intimité d’une ambiance tamisée.";"bougie-parfumee-ceramique-mordoree-60h-rhum-tabac";;;1;"0002-12-31";"2014-01-01";1;"../img/p/6/0/1/601.jpg,../img/p/6/0/2/602.jpg,../img/p/6/0/3/603.jpg";0;"Collection:Lounge spirit,Durée de combustion:+/- 60,Famille olfactive:Epicée,Hauteur:90,Largeur:75,Parfum:Rhum tabac,Poids:285,Profondeur:75,Tranche de combustion:55 à 75 heures,Type de produit:Bougies parfumées,Type de produit:Bougies parfumées";0;"new";0;0;0;2;1;0;0;
