Identifiant;Active (0/1);Nom;Categories (x,y,z...);Prix HT;ID rgles de taxes;Prix d'achat;En soldes (0/1);Montant de r_duction;Pourcentage de r_duction;R_duction de (aaaa-mm-jj);R_duction ö (aaaa-mm-jj);R_f_rence;R_f_rence fournisseur;Fournisseur;Fabricant;EAN13;UPC;Eco taxe;Largeur (cm);Hauteur (cm);Profondeur (cm);Poids (kg);Quantit_;Quantit_ minimale;Visibilit_;Frais de port suppl_mentaire;Unit_;Ratio de prix unitaire;Description courte (html);Description (html);Tags (x,y,z...);Balise de titre;M_ta mots-cl_s;M_ta description;URL simplifi_e;"Texte ""En stock""";"Texte ""En commande"" (si autoris_)";Disponible ö la commande (0 = Non, 1 = Oui);Date de disponibilit_ du produit;Date d'ajout d'un produit;Afficher le prix (0 = Non, 1 = Oui);URLs des images (x,y,z...);Supprimer les images existantes (0 = non, 1 = oui);Caract_ristique(Nom:Valeur);Disponible en ligne uniquement (0 = Non, 1 = Oui);Etat;Personnalisable (0 = Non, 1 = Oui);Fichiers t_l_chargeables (0 = Non, 1 = Oui);Champs text (0 = Non, 1 = Oui);Si rupture de stock;Gestion des stocks avanc_e;ID ou nom de la boutique
429880;1;Bougie parfum_e 100h th_ blanc sakura Slow time;17,3,11;10;1;;0;;;;;429880;;;;1,23E+12;;0;10;10;10;2;10;1;;;;;;"<p>
Dans un format XL, la <b>bougie parfum_e th_ blanc sakura </b>se pare des reflets dÍune eau pure et cristalline pour vous plonger dans un univers empreint de s_r_nit_. Allumez la flamme et _vadez-vous dans une ambiance d_licate et ressourante. El_gante et _pur_e, cette <b>bougie bleue mercuris_e </b>illuminera votre pice dÍune troublante sensibilit_. <br/><br/>
Egar_e dans la douceur dÍune m_lodie japonaise traditionnelle, la senteur de cette <b>bougie </b>vous conduira sur les sentiers dÍun jardin zen o le temps semble sÍtre arrt_Ì© Dans la fraÓcheur dÍune brise matinale, les premires notes hesp_rid_es _veillent les sens. LÍesprit se libre sur la rencontre dÍun cìur herbac_, dans lequel les subtilit_s de la coriandre subliment le sillage l_ger et solaire du th_ blanc. D_voilant la chaleur dÍun fond aromatique o sÍentremlent le caractre bois_ du santal et la sensualit_ de lÍambre, la fragrance de cette <b>bougie en verre</b> captive, _voquant la beaut_ dÍun paysage de cerisiers en fleur. <br/><br/>
Accordez-vous une v_ritable pause olfactive en d_couvrant toute la collection de <a href=""http://http://blfecommerce.preprod.vupar.fr/fr/40-slow-timeæ>bougies parfum_es Slow Time</a>. 
</p>";;Bougie Chouette Olivier 1;Bougie Chouette Olivier 1;Bougie Chouette Olivier 1;bougie-olivier1;;;1;;01/01/2013;1;../import/1.jpg,../import/2.jpg;0;Hauteur:200,Largeur:200,Profondeur:200,Diamtre:200,Poids:200,Dur_e de combustion:de 1 heure ö 4 heures,Collection:Noel,Parfum:Rose,Thme:Noel;0;;0;0;0;0;0;1
