"ID";"Active";"Quantity"
"2202073";"1";"18"
"2240225";"1";"20"
"2240256";"1";"20"
"2240218";"1";"30"
"2240287";"1";"30"
"2230749";"1";"48"
"2230701";"1";"76"
"2122310";"1";"137"
"2157200";"1";"20"
"2432110";"1";"50"
"2432120";"1";"50"
"2432130";"1";"24"
"2432150";"1";"42"
"2432140";"1";"29"
"2432160";"1";"50"
"2510230";"0";"20"
"2510115";"0";"40"
"2510245";"0";"40"
"2510110";"0";"0"
"2510105";"0";"0"
"2510255";"0";"10"
"2510250";"0";"0"
"2510240";"0";"0"
"2510235";"0";"40"
"2511230";"0";"0"
"2511210";"0";"0"
"2511200";"0";"0"
"2511220";"0";"0"
"2531500";"0";"0"
"2531600";"0";"0"
"2548500";"0";"0"
"2291100";"0";"0"
"2240286";"1";"30"
"2529300";"0";"0"
"2551200";"0";"0"
"2291300";"0";"0"
"2573500";"0";"0"
"2573600";"0";"0"
"2573700";"0";"0"
"2230586";"1";"11"
"2230686";"1";"28"
"2573800";"0";"0"
"2574100";"0";"0"
"2574300";"0";"0"
"2230386";"1";"30"
"2291200";"0";"36"
"2291400";"0";"36"
"2291800";"0";"36"
"2530500";"0";"36"
"2220200";"0";"36"
"2290100";"0";"50"
"2541205";"0";"0"
"2541200";"0";"50"
"2459200";"0";"50"
"2510005";"0";"0"
"2510006";"0";"0"
"2510015";"0";"0"
"2510035";"0";"0"
"2510030";"0";"0"
"2510010";"0";"0"
"2510025";"0";"0"
"2510130";"0";"0"
"2700230";"0";"0"
"2700250";"0";"0"
"2700255";"0";"0"
"2700245";"0";"0"
"2700265";"1";"43"
"2510260";"0";"0"
"2510265";"0";"0"
"2510270";"0";"0"
"2510275";"0";"0"
"2510070";"0";"12"
"2510065";"0";"40"
"2510060";"0";"40"
"2576210";"0";"50"
"2510050";"0";"0"
"2510045";"0";"0"
"2510055";"0";"0"
"2510040";"0";"0"
"2700225";"0";"0"
"2700220";"0";"0"
"2700280";"0";"0"
"2700275";"0";"0"
"2700215";"0";"0"
"2700210";"0";"0"
"2700205";"0";"0"
"2510120";"0";"0"
"2510020";"0";"0"
"2459000";"0";"50"
"2459100";"0";"50"
"2459165";"0";"50"
"2510150";"0";"0"
"2510155";"0";"0"
"2510160";"0";"0"
"2700270";"0";"0"
"2510175";"0";"0"
"2510180";"0";"0"
"2510205";"0";"0"
"2510210";"0";"0"
"2510215";"0";"0"
