"ID";"Quantité"
"2510480";"50"
"2635750";"0"
"2100526";"16"
"2381465";"48"
"2391655";"0"
"2510120";"0"
"2024339";"50"
"2230726";"8"
"2390035";"50"
"2432140";"29"
"2576210";"50"
"2204029";"167"
"2386915";"0"
"2392051";"30"
"2510515";"0"
"2700205";"0"
"2100581";"18"
"2381605";"27"
"2391775";"0"
"2510165";"0"
"2600631";"10"
"2024401";"20"
"2237302";"15"
"2390110";"46"
"2438400";"30"
"2586584";"13"
"2204084";"18"
"2386963";"46"
"2399040";"37"
"2510545";"0"
"2700255";"0"
"2135936";"78"
"2381645";"19"
"2391885";"30"
"2510235";"40"
"2600643";"37"
"2024456";"20"
"2240218";"30"
"2390190";"25"
"2454050";"0"
"2600210";"0"
"2230325";"20"
"2386975";"25"
"2423050";"20"
"2510575";"0"
"2700320";"50"
"2230349";"48"
"2387325";"23"
"2423900";"0"
"2510578";"24"
"2700335";"0"
"2202017";"16"
"2381700";"29"
"2391950";"0"
"2510290";"0"
"2600665";"7"
"2024537";"50"
"2256100";"49"
"2391210";"28"
"2459225";"50"
"2600317";"73"
"2230514";"26"
"2387465";"44"
"2425660";"36"
"2510603";"48"
"2700362";"50"
"2202032";"15"
"2381740";"30"
"2392003";"27"
"2510340";"50"
"2611100";"19"
"2024600";"20"
"2391305";"13"
"2476240";"42"
"2600420";"0"
"2024200";"30"
"2230584";"21"
"2388970";"45"
"2429855";"30"
"2510710";"50"
"2700370";"50"
"2202060";"18"
"2381780";"25"
"2392015";"30"
"2510415";"0"
"2628050";"18"
"2024641";"30"
"2381400";"22"
"2391425";"15"
"2510025";"0"
"2600485";"0"
"2024241";"20"
"2230626";"30"
"2389945";"50"
"2429920";"29"
"2530510";"36"
"2700715";"38"
"2202087";"15"
"2381820";"8"
"2392031";"30"
