Identifiant;Active (0/1);Nom;Catégorie parente;Catégorie racine (0/1);Description;Balise de titre;Méta mots-clés;Méta description;URL simplifiée;URL de l'image;ID ou nom de la boutique
88;1;Cloche à parfum;41;0;;Cloche à parfum en verre;Cloche à parfum en verre;Cloche à parfum en verre;Cloche-a-parfum;;1
