"ID";"Active";"Quantity"
"2381640";"1";"29"
"2381625";"1";"19"
"2381620";"1";"20"
"2381615";"1";"18"
"2381605";"1";"60"
"2381600";"1";"26"
"2381630";"1";"20"
"2381635";"1";"20"
"2381440";"1";"30"
"2381420";"1";"28"
"2381415";"1";"24"
"2381400";"1";"22"
"2381430";"1";"26"
"2381445";"1";"29"
"2381410";"1";"29"
"2381425";"1";"19"
"2381405";"1";"25"
"2381435";"1";"31"
"2381745";"1";"32"
"2381710";"1";"31"
"2381740";"1";"30"
"2381725";"1";"33"
"2381720";"1";"31"
"2381715";"1";"22"
"2381705";"1";"30"
"2381700";"1";"30"
"2381730";"1";"32"
"2381735";"1";"33"
"2381795";"1";"22"
"2381760";"0";"0"
"2381790";"1";"20"
"2381775";"1";"21"
"2381770";"1";"20"
"2381765";"1";"18"
"2381755";"1";"22"
"2381750";"1";"25"
"2381780";"1";"25"
"2381785";"1";"24"
"2381845";"1";"12"
"2381810";"1";"20"
"2381840";"1";"20"
"2381825";"1";"20"
"2381820";"1";"8"
"2381815";"1";"14"
"2381805";"1";"14"
"2381800";"1";"10"
"2381830";"1";"20"
"2381835";"1";"27"
"2024204";"1";"41"
"2024304";"1";"50"
"2024404";"1";"31"
"2024504";"1";"29"
"2024604";"1";"29"
"2024214";"0";"0"
"2024314";"0";"0"
"2024414";"0";"0"
"2024514";"0";"0"
"2024614";"0";"0"
"2024201";"1";"20"
"2024301";"1";"20"
"2024401";"1";"20"
"2024501";"1";"30"
"2024601";"1";"20"
"2024239";"0";"50"
"2024339";"0";"50"
"2024439";"0";"50"
"2024539";"0";"50"
"2024639";"0";"30"
"2024235";"1";"19"
"2024335";"1";"29"
"2024435";"1";"20"
"2024535";"1";"20"
"2024635";"1";"20"
"2024284";"1";"20"
"2024384";"1";"20"
"2024484";"1";"16"
"2024584";"1";"20"
"2024684";"1";"20"
"2024241";"1";"20"
"2024341";"1";"20"
"2024441";"1";"20"
"2024541";"1";"20"
"2024641";"1";"30"
"2024256";"1";"20"
"2024356";"1";"20"
"2024456";"1";"20"
"2024556";"1";"20"
"2024656";"1";"20"
"2024200";"1";"30"
"2024300";"1";"20"
"2024400";"1";"20"
"2024500";"1";"20"
"2024600";"1";"20"
"2024287";"1";"20"
"2024387";"1";"22"
"2024487";"1";"28"
"2024587";"1";"34"
"2024687";"1";"20"
"2024237";"0";"50"
"2024337";"0";"50"
