Identifiant;Active (0/1);Nom;Catégories (x,y,z...);Prix HT;ID règles de taxes;Prix d'achat;En soldes (0/1);Montant de réduction;Pourcentage de réduction;Réduction de (aaaa-mm-jj);Réduction à  (aaaa-mm-jj);Référence;Référence fournisseur;Fournisseur;Fabricant;EAN13;UPC;Eco taxe;Largeur (cm);Hauteur (cm);Profondeur (cm);Poids (kg);Quantité;Quantité minimale;Visibilité;Frais de port supplémentaire;Unité;Ratio de prix unitaire;Description courte (html);Description (html);Tags (x,y,z...);Balise de titre;Méta mots-clés;Méta description;URL simplifiée;"Texte ""En stock""";"Texte ""En commande"" (si autorisé)";Disponible à la commande (0 = Non, 1 = Oui);Date de disponibilité du produit;Date d'ajout d'un produit;Afficher le prix (0 = Non, 1 = Oui);URLs des images (x,y,z...);Supprimer les images existantes (0 = non, 1 = oui);Caractéristique(Nom:Valeur);Disponible en ligne uniquement (0 = Non, 1 = Oui);Etat;Personnalisable (0 = Non, 1 = Oui);Fichiers téléchargeables (0 = Non, 1 = Oui);Champs text (0 = Non, 1 = Oui);Si rupture de stock;Gestion des stocks avancée;ID ou nom de la boutique
2392031;0;Diffuseur de parfum naturel à tiges100ml, vétiver néroli;21,20,3;19,08;1;;0;;;;;2392031;;;;3023673920311;;0;;;;;30;1;;;;;;<p>Exigeant la qualité du savoir-faire français et le respect de l’environnement, ce diffuseur de parfum naturel vétiver néroli est élaboré à partir de composants d’origine végétale. A base d’alcool végétal et enrichi en huiles essentielles de vétiver et de néroli, ce diffuseur d’intérieur embaume naturellement votre intérieur. Simple et épuré, ce parfum d’ambiance se pare d’un élégant bouchon en bois et se présente dans un emballage en papier recyclé.<br>Véritable voyage olfactif, ce diffuseur d’ambiance révèle la volupté d’un sillage profond et envoûtant grâce à son doux parfum de vétiver, issus de la distillation de la fleur d'oranger. Le néroli, plante aromatique indienne, apporte quelques notes herbacées et hespéridées à cette senteur suave et orangée.<br>Prolongez votre plaisir olfactif avec la recharge de diffuseur de parfum vétiver néroli.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vétiver néroli.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, vétiver néroli – Bougies La Française;;Le diffuseur de parfum naturel vétiver néroli vous apporte un brin de sérénité. D’une senteur mélangeant des notes hespéridées et boisées, ce parfum d’intérieur ensorcellera vos sens.;diffuseur-de-parfum-naturel-a-tiges-100ml-vetiver-neroli ;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Vétiver néroli;0;;0;0;0;0;0;1
2392032;0;Diffuseur de parfum naturel à tiges100ml, patchouli gingembre;21,20,3;19,08;1;;0;;;;;2392032;;;;3023673920328;;0;;;;;30;1;;;;;;<p>Né des grâces de la nature, le diffuseur de parfum végétal patchouli gingembre emprunte au meilleur de la terre pour embaumer votre intérieur d’un parfum naturel. A base d’alcool végétal et enrichi en huiles essentielles, ce parfum d’intérieur procède de la qualité du savoir-faire français et du respect de l’environnement. Ce diffuseur d’ambiance se présente dans un emballage en papier recyclé.<br>A travers ses effluves aux multiples facettes, le diffuseur d’intérieur patchouli gingembre vous transportera dans un voyage olfactif empreint de tonicité. A la fois épicée, hespéridée et boisée, la fragrance de ce bouquet parfumé se pare d’un léger accent vanillé.<br>Prolongez votre plaisir olfactif avec la diffuseur de parfum patchouli gingembre.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Patchouli gingembre.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, patchouli gingembre – Bougies La Française;;Craquez pour le diffuseur de parfum naturel senteur patchouli gingembre. Les notes à la fois épicées, hespéridées, boisées et pleines de tonicité, de ce parfum d'intérieur, raviveront vos sens.;diffuseur-de-parfum-naturel-a-tiges-100ml-patchouli-gingembre;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Patchouli gingembre;0;;0;0;0;0;0;1
2392033;0;Diffuseur de parfum naturel à tiges100ml, vanille ylang ylang;21,20,3;19,08;1;;0;;;;;2392033;;;;3023673920335;;0;;;;;30;1;;;;;;<p>Le diffuseur de parfum naturel vanille ylang ylang est consitué à partir de matières premières d’origine végétale. A base d’huiles essentielles naturelles et d’alcool végétal, ce diffuseur d’intérieur préserve la qualité du savoir-faire français et le respect de l’environnement. Au design épuré, ce parfum d’ambiance se dissimule dans un emballage en papier recyclé.<br>Dévoilant toute la splendeur de la « fleur des fleurs », ce parfum d’intérieur diffuse des accords aux intonations chaudes, sucrées et vanillées. Lumineuse et solaire, cette senteur vous apporte un moment de tranquillité au doux parfum des îles. Ce diffuseur d’ambiance intégrera à merveille votre intérieur et exaltera vos sens.<br>Faites entrer une part de nature dans votre intérieur avec toute notre collection de bougies parfumées et parfums d’intérieurs naturels.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vanille ylang ylang.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, vanille ylang ylang – Bougies La Française;;Laissez échapper une senteur gourmande dans votre intérieur grâce au diffuseur de parfum naturel à la vanille ylang ylang : moment de tranquillité garanti.;diffuseur-de-parfum-naturel-a-tiges-100ml-vanille-ylang-ylang;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Vanille ylang ylang;0;;0;0;0;0;0;1
2392034;0;Diffuseur de parfum naturel à tiges100ml, lavande menthe poivrée;21,20,3;19,08;1;;0;;;;;2392034;;;;3023673920342;;0;;;;;30;1;;;;;;<p>Le diffuseur de parfum naturel lavande menthe poivrée exige la qualité du savoir-faire français et le respect de l’environnement. Formulé à base d’alcool végétal et enrichi en huiles essentielles de lavande, ce parfum d’ambiance fera le plus grand plaisir des amateurs de produits naturels. Dans une conception toujours plus proche de la nature, ce diffuseur de d’intérieur se présente dans un emballage en papier recyclé.<br>.Porté par la fraîcheur de la menthe poivrée, ce diffuseur d’ambiance exhale de douces notes lavandées. On y retrouve quelques touches de rose et de pamplemousse pour un parfait accord floral. La fragrance de ce bouquet parfumé s’empare d’une extrême féminité.<br>Des huiles essentielles pour des parfums naturels ! Découvrez également toute notre collection de bougies parfumées et parfums d’intérieurs La nature.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Lavande menthe poivrée.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, lavande menthe poivrée – Bougies La Française;;Aux senteurs de lavande et menthe poivrée, ce diffuseur de parfum naturel dévoile des notes fraîches et florales et vous procurera la sensation d'un bon bol d'air frais. ;diffuseur-de-parfum-naturel-a-tiges-100ml-lavande-menthe-poivree;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Lavande menthe poivrée;0;;0;0;0;0;0;1
2392035;0;Diffuseur de parfum naturel à tiges100ml, angélique fleur d'oranger;21,20,3;19,08;1;;0;;;;;2392035;;;;3023673920359;;0;;;;;30;1;;;;;;<p>Réalisé à partir de matières premières d’origine végétale, le diffuseur de parfum naturel angélique fleur d’oranger s’attribue les bénéfices de la nature. A base d’alcool végétal et enrichi en huiles essentielles aux bénéfices reconnus, ce parfum d’ambiance réunit la qualité du savoir-faire français et le respect de l’environnement. Ce diffuseur d’intérieur se présente dans un emballage en papier recyclé pour se rapprocher davantage de la nature.<br>Emparez-vous de ce diffuseur d'ambiance et appréciez son doux parfum angélique fleur d'oranger qui vous transportera au beau milieu un jardin rempli d'orangers. Des subtiles touches de bergamote et de rose viennent compléter cette senteur et exalter vos sens.<br>Faites entrer la nature dans votre habitat avec toute notre collection de bougies parfumées et parfums d’intérieurs naturels.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Angélique fleur d’oranger.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, angélique fleur d'oranger – Bougies La Française;;Optez pour le diffuseur de parfum naturel aux senteurs d'angélique et fleur d'oranger. Ce parfum d'ambiance exhale une incroyable harmonie florale.;diffuseur-de-parfum-naturel-a-tiges-100ml-angelique-fleur-d-oranger;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Angélique fleur d'oranger;0;;0;0;0;0;0;1
2392036;0;Diffuseur de parfum naturel à tiges100ml, romarin pamplemousse ;21,20,3;19,08;1;;0;;;;;2392036;;;;3023673920366;;0;;;;;30;1;;;;;;<p>Dans le respect de l’environnement, le diffuseur de parfum naturel romarin pamplemousse est constitué de composants d’origine végétale. A base d’alcool végétal et enrichi en huiles essentielles, ce parfum d’ambiance se fonde sur la qualité du savoir-faire français pour vous assurer une expérience olfactive unique. Ce diffuseur d’intérieur se présente dans un emballage en papier recyclé.<br>Le parfum d’ambiance romarin pamplemousse vous permet de faire le plein de vitalité grâce à ses notes à la fois fraîches et douces. Dans la profondeur de ses effluves, ce parfum d’intérieur revêt des accords boisés, herbacés et hespéridés.<br>Prolongez vos moments de plaisirs olfactifs avec la recharge de diffuseur de parfum romarin pamplemousse.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Romarin pamplemousse.</p>;;Diffuseur de parfum naturel à tiges 4 semaines, romarin pamplemousse – Bougies La Française;;Faîtes le plein de vitalité en optant pour le diffuseur de parfum naturel aux senteurs de romarin pamplemousse et laissez-vous envoûter par ses notes hespéridées, herbacées et boisées.;diffuseur-de-parfum-naturel-a-tiges-100ml-romarin-pamplemousse;;;1;;2016-04-29;1;;;Hauteur:90,Diamètre:65,Poids:285,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Romarin pamplemousse;0;;0;0;0;0;0;1
2392041;0;Recharge diffuseur de parfum naturel 100ml, vétiver néroli;21,20,3;8,58;1;;0;;;;;2392041;;;;3023673920410;;0;;;;;30;1;;;;;;<p>La recharge de diffuseur de parfum végétal vétiver néroli prend naissance au cœur de la nature. Avec l’assurance de qualité du savoir-faire français et du respect de l’environnement, ce parfum d’intérieur est élaboré à partir de composants d’origine végétale. A base d’alcool végétal et enrichi en huiles essentielles aux bénéfices reconnus, ce parfum d’ambiance embaume naturellement votre intérieur.<br>Précieusement lovée dans son diffuseur, cette recharge de parfum d’ambiance vétiver néroli vous invite dans un voyage olfactif plein de sérénité. La fragrance de ce parfum d’intérieur se pare de notes suaves et orangées avec le néroli, issus de la distillation de la fleur d'oranger. Le vétiver s'y associe pour délivrer une odeur musquée. Ce parfum d’ambiance naturel vous transporte dans les mystères d’un parfum d’ailleurs.<br>Ce parfum d’intérieur s’utilise avec le diffuseur de parfum vétiver néroli et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vétiver néroli.</p>;;Recharge diffuseur de parfum naturel 4 semaines, vétiver néroli – Bougies La Française;;Faîtes le plein de sérénité en optant pour la recharge de diffuseur de parfum vétiver néroli. A base d'huiles essentielles naturelles, ce parfum d'ambiance exaltera vos sens. ;recharge-diffuseur-de-parfum-naturel-100ml-vetiver-neroli;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Vétiver néroli;0;;0;0;0;0;0;1
2392042;0;Recharge diffuseur de parfum naturel 100ml, patchouli gingembre;21,20,3;8,58;1;;0;;;;;2392042;;;;3023673920427;;0;;;;;30;1;;;;;;<p>S’accordant les faveurs de la nature, la recharge de diffuseur de parfum naturel patchouli gingembre s’enrichit des éléments de la terre pour embaumer votre intérieur d’un parfum authentique. A base d’alcool végétal et enrichi en huiles essentielles aux bénéfices reconnus, ce parfum d’ambiance garantit la qualité du savoir-faire français et le respect de l’environnement.<br>Dans un geste malin, cette recharge de parfum d’ambiance prolonge l’utilisation du diffuseur de parfum patchouli gingembre. Laissez-vous subjuguer par une symphonie de notes épicées, hespéridées et boisées… Aux tonalités complexes, ce parfum d’intérieur vous transportera dans une évasion olfactive empreinte de tonicité.<br>Ce parfum d’ambiance s’utilise avec le diffuseur de parfum patchouli gingembre et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Patchouli gingembre.</p>;;Recharge diffuseur de parfum naturel 4 semaines, patchouli gingembre – Bougies La Française;;Faîtes le plein de tonicité en optant pour la recharge de diffuseur de parfum naturel patchouli gingembre et appréciez les senteurs de coriandre, cèdre, vanille et clous de girofle. ;recharge-diffuseur-de-parfum-naturel-100ml-patchouli-gingembre;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Patchouli gingembre;0;;0;0;0;0;0;1
2392043;0;Recharge diffuseur de parfum naturel 100ml, vanille ylang ylang;21,20,3;8,58;1;;0;;;;;2392043;;;;3023673920434;;0;;;;;30;1;;;;;;<p>Placée dans son diffuseur en verre, la recharge de diffuseur de parfum naturel vanille ylang ylang enveloppera votre intérieur dans la douceur d’un parfum des îles. Créé à base d’huiles essentielles et d’alcool végétal, les composants de ce parfum d’intérieur ont été sélectionnés avec soin. Ce parfum d’ambiance naturel garantit la qualité du savoir-faire français et le respect de l’environnement pour vous offrir une expérience olfactive unique.<br>Ce parfum d’intérieur dévoile toute la beauté du ylang ylang « fleur des fleurs » associé à la vanille. La senteur se pare d’intonations florales, boisées et musquées pour vous procurer un intense moment de tranquillité. Doté de facettes solaires, lumineuses et enivrantes, ce parfum d’intérieur capturera vos sens.<br>Ce parfum d’ambiance s’utilise avec le diffuseur de parfum vanille ylang ylang et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vanille ylang ylang.</p>;;Recharge diffuseur de parfum naturel 4 semaines, vanille ylang ylang – Bougies La Française;;Pour un moment de tranquillité, optez pour la recharge de diffuseur de parfum naturel vanille ylang ylang qui dévoile des notes de jasmin, cèdre et poivre blanc.;recharge-diffuseur-de-parfum-naturel-100ml-vanille-ylang-ylang;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Vanille ylang ylang;0;;0;0;0;0;0;1
2392044;0;Recharge diffuseur de parfum naturel 100ml, lavande menthe poivrée;21,20,3;8,58;1;;0;;;;;2392044;;;;3023673920441;;0;;;;;30;1;;;;;;<p>Composée à partir de matières premières d’origine naturelle, la recharge de diffuseur de parfum végétal lavande menthe poivrée s’attache à la qualité du savoir-faire français et au respect de l’environnement. A base d’alcool végétal et enrichis en huiles essentielles, les composants de ce parfum d’ambiance ont été sélectionnés avec soin.<br>Avec ce parfum d’intérieur, prolongez le plaisir d’une ambiance parfumée. Placée dans son diffuseur, cette recharge de diffuseur d’ambiance dévoile la douceur florale de la lavande. La fragrance s’empare de la fraîcheur de la menthe poivrée et des notes légères de rose et pamplemousse.<br>Ce parfum d’ambiance s’utilise avec le diffuseur de parfum naturel lavande menthe poivrée et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Lavande menthe poivrée.</p>;;Recharge diffuseur de parfum naturel 4 semaines, lavande menthe poivrée – Bougies La Française;;Surprenez vos sens en choisissant la recharge de diffuseur de parfum naturel lavande menthe poivrée. Vous apprécierez autant ses notes fraîches que florales. ;recharge-diffuseur-de-parfum-naturel-100ml-lavande-menthe-poivree;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Lavande menthe poivrée;0;;0;0;0;0;0;1
2392045;0;Recharge diffuseur de parfum naturel 100ml, angélique fleur d'oranger;21,20,3;8,58;1;;0;;;;;2392045;;;;3023673920458;;0;;;;;30;1;;;;;;<p>Conçue à partir de matières premières d’origine végétale, la recharge de diffuseur de parfum naturelle angélique fleur d’oranger tire le meilleur de la nature. A base d’alcool végétal et enrichi en huiles essentielles aux bénéfices reconnus, ce parfum d’ambiance concilie la qualité du savoir-faire français et le respect de l’environnement.<br>Placez cette recharge de parfum d’ambiance dans son diffuseur et profitez d’une ambiance romantique. La fragrance de cette recharge de parfum s’ouvre sur un corps floral et s’épanouit dans la douceur de subtiles touches d'orange, de rose et de bergamote. Lumineux et d’une extrême féminité, le sillage de ce parfum d’intérieur vous entraîne dans un univers olfactif empreint de poésie.<br>Ce parfum d’ambiance s’utilise avec le diffuseur de parfum angélique fleur d’oranger et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Angélique fleur d’oranger.</p>;;Recharge diffuseur de parfum naturel 4 semaines, angélique fleur d'oranger – Bougies La Française;;La recharge de diffuseur de parfum naturel angélique et fleur d'oranger est élaborée à partir d'huiles essentielles naturelles. D’une senteur envoûtante, ce parfum d'ambiance s'invitera à merveille dans votre intérieur.;recharge-diffuseur-de-parfum-naturel-100ml-angelique-fleur-d-oranger;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Angélique fleur d'oranger ;0;;0;0;0;0;0;1
2392046;0;Recharge diffuseur de parfum naturel 100ml, romarin pamplemousse ;21,20,3;8,58;1;;0;;;;;2392046;;;;3023673920465;;0;;;;;30;1;;;;;;<p>Dans le respect de l’environnement, la recharge de diffuseur de parfum naturel romarin pamplemousse est issue de composants d’origine végétale. A base d’alcool végétal et enrichi en huiles essentielles aux bénéfices reconnus, ce parfum d’ambiance respecte la qualité du savoir-faire français pour vous offrir une expérience olfactive unique.<br>Placée dans son diffuseur de parfum romarin pamplemousse, cette recharge de parfum d’ambiance vous procure un moment de fraîcheur et de douceur. Cette senteur à la fois hespéridée, herbacée et boisée est un concentré de vitalité qui vous assure un beau voyage intérieur.<br>Ce parfum d’intérieur s’utilise avec le diffuseur de parfum romarin pamplemousse et la recharge de 16 bâtonnets.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Romarin pamplemousse.</p>;;Recharge diffuseur de parfum naturel 4 semaines, romarin pamplemousse – Bougies La Française;;Faîtes le plein de vitalité en choisissant la recharge de diffuseur de parfum romarin pamplemousse. A base d'huiles essentielles naturelles, ce parfum d'intérieur réveillera vos sens. ;recharge-diffuseur-de-parfum-naturel-100ml-romarin-pamplemousse;;;1;;2016-04-29;1;;;Hauteur:93,Diamètre:46,Poids:105,Durée de combustion:4 semaines,Collection:La Nature,Parfum:Romarin pamplemousse ;0;;0;0;0;0;0;1
2392050;0;Diffuseur électrique à capsules parfumées, CirisNat  ;148,20,3;38,33;1;;0;;;;;2392050;;;;3023673920502;;0;;;;;30;1;;;;;;<p>Dans une logique de respect de l’environnement, le diffuseur électrique pour capsules de cire parfumée CirisNat se révèle comme étant une véritable innovation.<br>Soucieux des besoins et envies des consommateurs, Bougies La Française lance son premier diffuseur permettant de diffuser du parfum par réchauffement de cire, sans flamme, pour une utilisation en toute sécurité. Les produits sans flamme s’inscrivent pleinement dans les nouvelles exigences sur la qualité de l’air intérieur dans la mesure où ils n’entraînent pas d’émission de suie et peu d’émission de composés organiques volatiles.<br>Sans manipulation de cire et sans nettoyage, vous changez de capsule en un clin d’œil et variez les senteurs en optant pour l’un des six parfums de la gamme La Nature : lavande menthe poivrée, romarin pamplemousse, angélique fleur d’oranger, vanille ylang ylang… Les capsules CirisNat sont élaborées à partir de cire végétale et d’huiles essentielles, sans colorant. Elles offrent jusqu’à 10h de plaisir parfumé et peuvent être changées sans attendre la fin d’une diffusion en cours.<br>Equipé d’un timer, le diffuseur électrique contrôle automatiquement le temps de diffusion. Son anneau lumineux vous plongera dans une ambiance apaisante pour un grand moment de sérénité.<br>Ce diffuseur électrique s’utilise avec les capsules de cire parfumée naturelle.</p>;;Diffuseur électrique à capsules parfumées CirisNat – Bougies La Française;;Le diffuseur électrique à capsules de cire parfumée CirisNat est l'alternative au diffuseur de parfum à froid classique et vous permet, grâce aux capsules de changer de parfum en un clin d’œil.;diffuseur-electrique-a-capsules-parfumees-CirisNat  ;;;1;;2016-04-29;1;;;Hauteur:160,Diamètre:160*160,Poids:500,Collection:CirisNat;0;;0;0;0;0;0;1
2392051;0;Coffret 5 capsules parfumées 50h vétiver néroli, pour diffuseur CirisNat ;148,20,3;6,33;1;;0;;;;;2392051;;;;3023673920519;;0;;;;;30;1;;;;;;<p>Composées à partir de cire minérale et végétale, d’huiles essentielles sans colorant, les capsules de cire parfumée vétiver néroli tire le meilleur de la nature. Conçu pour le diffuseur électrique CirisNat, le coffret de 5 capsules de cire naturelle concilie la qualité du savoir-faire français et le respect de l’environnement.<br>Placez ces capsules de cire parfumée vétiver néroli dans son diffuseur CirisNat et profitez d’une ambiance reposante. Issus de la distillation de la fleur d’oranger, le néroli exalte vos sens d’une douce odeur suave et orangée. Quelques notes musquées et boisées viennent sublimer cette fragrance.<br>Ce coffret capsules de cire parfumée vétiver néroli s’utilise avec le diffuseur électrique. Variez les senteurs en craquant pour les autres parfums de la gamme La Nature.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vétiver néroli.</p>;;Coffret 5 capsules vétiver néroli CirisNat – Bougies La Française, cirier et créateur de bougies;;Craquez pour le coffret capsules de cire parfumée senteur vétiver néroli pour votre diffuseur électrique CirisNat. Ces capsules parfumées sont issues d'huiles essentielles naturelles et de cire végétale.;coffret-5-capsules-parfumees-50h-vetiver-neroli-CirisNat;;;1;;2016-04-29;1;;;Hauteur:25,Diamètre:226*55,Poids:60,Durée de combustion:50,Tranche de combustion:45 à 55 heures,Collection:CirisNat,Parfum:Vétiver néroli;0;;0;0;0;0;0;1
2392052;0;Coffret 5 capsules parfumées 50h patchouli gingembre, pour diffuseur CirisNat ;148,20,3;6,33;1;;0;;;;;2392052;;;;3023673920526;;0;;;;;30;1;;;;;;<p>Dans le respect de l’environnement, les capsules de cire parfumée patchouli gingembre sont élaborées à partir de cire végétale et d’huiles essentielles naturelles sans colorant. Conçu pour le diffuseur électrique CirisNat, ce coffret de 5 capsules de cire naturelle concilie la qualité du savoir-faire français et le respect de l’environnement.<br>Placez ces capsules de cire parfumée patchouli gingembre dans son diffuseur et appréciez sa fragrance pleine de tonicité. Les effluves de ce parfum patchouli gingembre laissent échapper quelques notes de coriandre, cèdre, vanille et clous de girofle et révèle une senteur complexe.<br>Ce coffret capsules de cire parfumée patchouli gingembre s’utilise avec le diffuseur électrique CirisNat. Faites entrer la nature dans votre habitat avec les autres parfums de cire parfumée.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Patchouli gingembre.</p>;;Coffret 5 capsules 50h, patchouli gingembre pour diffuseur CirisNat – Bougies La Française;;Craquez pour le coffret capsules de cire parfumée senteur patchouli gingembre pour votre diffuseur électrique CirisNat. Ces capsules parfumées sont issues d'huiles essentielles naturelles et de cire végétale.;coffret-5-capsules-parfumees-50h-patchouli-gingembre-CirisNat;;;1;;2016-04-29;1;;;Hauteur:25,Diamètre:226*55,Poids:60,Durée de combustion:50,Tranche de combustion:45 à 55 heures,Collection:CirisNat,Parfum:Patchouli gingembre;0;;0;0;0;0;0;1
2392053;0;Coffret 5 capsules parfumées 50h vanille ylang ylang, pour diffuseur CirisNat ;148,20,3;6,33;1;;0;;;;;2392053;;;;3023673920533;;0;;;;;30;1;;;;;;<p>Dans le respect de l’environnement, les capsules de cire parfumée vanille ylang ylang sont élaborées à partir de cire végétale et d’huiles essentielles naturelles sans colorant et aux bénéfices reconnus. Conçu pour le diffuseur électrique CirisNat, ce coffret de 5 capsules de cire naturelle concilie la qualité du savoir-faire français et le respect de l’environnement.<br>Placez ces capsules de cire parfumée vanille ylang ylang dans son diffuseur et embarquez pour un grand moment de tranquillité. Les effluves sucrées, boisées et musquées de cette fragrance vous enivre et vous transporte au soleil.<br>Ce coffret capsules de cire parfumée vanille ylang ylang s’utilise avec le diffuseur électrique CirisNat. Variez les senteurs en craquant pour les autres parfums de la gamme La Nature.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Vanille ylang ylang.</p>;;Coffret 5 capsules 50h, vanille ylang ylang pour diffuseur CirisNat – Bougies La Française;;Optez pour le coffret capsules de cire parfumée senteur vanille ylang ylang pour votre diffuseur électrique CirisNat. Ces capsules parfumées sont issues d'huiles essentielles naturelles et de cire végétale.;coffret-5-capsules-parfumees-50h-vanille-ylang-ylang-CirisNat;;;1;;2016-04-29;1;;;Hauteur:25,Diamètre:226*55,Poids:60,Durée de combustion:50,Tranche de combustion:45 à 55 heures,Collection:CirisNat,Parfum:Vanille ylang ylang;0;;0;0;0;0;0;1
2392054;0;Coffret 5 capsules parfumées 50h lavande menthe poivrée, pour diffuseur CirisNat ;148,20,3;6,33;1;;0;;;;;2392054;;;;3023673920540;;0;;;;;30;1;;;;;;<p>Réalisées à partir d’huiles essentielles naturelles et de cire d’origine végétale, les capsules de cire parfumée lavande menthe poivrée s’attribuent les bénéfices de la nature. Conçu pour le diffuseur électrique CirisNat, ce coffret 5 capsules de cire naturelle réunit la qualité du savoir-faire français et le respect de l’environnement.<br>Placez ces capsules de cire parfumée lavande menthe poivrée et laissez exhaler ce parfum dans votre intérieur. Cette fragrance avant tout floral contient quelques notes de pamplemousse et de rose relevées par la fraîcheur de la menthe poivrée.<br>Ce coffret capsules de cire parfumée lavande menthe poivrée s’utilise avec le diffuseur électrique CirisNat. Faites entrer la nature dans votre habitat avec les autres parfums de cire parfumée.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Lavande menthe poivrée.</p>;;Coffret 5 capsules 50h, lavande menthe poivrée pour diffuseur CirisNat – Bougies La Française;;Optez pour le coffret capsules de cire parfumée senteur lavande menthe poivrée pour votre diffuseur électrique CirisNat. Ces capsules parfumées sont issues d'huiles essentielles naturelles et de cire végétale.;coffret-5-capsules-parfumees-50h-lavande-menthe-poivree-CirisNat;;;1;;2016-04-29;1;;;Hauteur:25,Diamètre:226*55,Poids:60,Durée de combustion:50,Tranche de combustion:45 à 55 heures,Collection:CirisNat,Parfum:Lavande menthe poivrée ;0;;0;0;0;0;0;1
2392055;0;Coffret 5 capsules parfumées 50h angélique fleur d'oranger, pour diffuseur CirisNat ;148,20,3;6,33;1;;0;;;;;2392055;;;;3023673920557;;0;;;;;30;1;;;;;;<p>Obtenu à partir d’huiles essentielles naturelles et de cire d’origine végétale, les capsules de cire parfumée angélique fleur d’oranger s’approprie les faveurs de la nature. Elaboré pour le diffuseur électrique CirisNat, ce coffret 5 capsules de cire naturelle accorde la qualité du savoir-faire français au respect de l’environnement.<br>Placez ces capsules de cire parfumée angélique fleur d’oranger et créez en quelques instants, une ambiance romantique dans laquelle les senteurs florales d'orange, de bergamote et de rose se feront ressentir. La douceur de ces effluves exaltera vos sens.<br>Ce coffret capsules de cire parfumée angélique fleur d’oranger s’utilise avec le diffuseur électrique CirisNat. Variez et prolongez vos moments de plaisirs olfactifs en craquant pour les autres parfums de la gamme La Nature.<br>Parfum d’ambiance fabriqué en France. Parfum de Grasse : Angélique fleur d’oranger.</p>;;Coffret 5 capsules 50h, angélique fleur d'oranger pour diffuseur CirisNat – Bougies La Française;;Laissez-vous envoûter par la senteur angélique fleur d'oranger des capsules de cire parfumée pour votre diffuseur électrique CirisNat. Ces capsules parfumées sont issues d'huiles essentielles naturelles et de cire végétale.;coffret-5-capsules-parfumees-50h-angelique-fleur-d-oranger-CirisNat;;;1;;2016-04-29;1;;;Hauteur:25,Diamètre:226*55,Poids:60,Durée de combustion:50,Tranche de combustion:45 à 55 heures,Collection:CirisNat,Parfum:Angélique fleur d'oranger;0;;0;0;0;0;0;1
