"ID";"Quantité"
"2204041";"17"
"2386935";"0"
"2392053";"29"
"2510530";"50"
"2700215";"0"
"2100587";"17"
"2381615";"16"
"2391845";"30"
"2510180";"0"
"2600633";"8"
"2024411";"20"
"2237502";"19"
"2390130";"19"
"2438700";"29"
"2586731";"34"
"2204090";"18"
"2386965";"46"
"2418800";"0"
"2510555";"0"
"2700270";"0"
"2157200";"18"
"2381655";"26"
"2391895";"30"
"2510245";"40"
"2600651";"6"
"2024487";"27"
"2240226";"55"
"2390410";"0"
"2459100";"50"
"2600235";"0"
"2024500";"20"
"2240252";"45"
"2390450";"29"
"2459165";"50"
"2600305";"107"
"2230356";"19"
"2387335";"50"
"2424150";"0"
"2510580";"40"
"2700339";"0"
"2202024";"22"
"2381710";"31"
"2391960";"0"
"2510310";"50"
"2600667";"43"
"2024541";"20"
"2262100";"28"
"2391230";"38"
"2459305";"0"
"2600325";"0"
"2230525";"30"
"2388915";"29"
"2429325";"49"
"2510605";"50"
"2700364";"50"
"2202041";"16"
"2381750";"23"
"2392005";"30"
"2510350";"50"
"2615850";"0"
"2024604";"29"
"2291800";"36"
"2391325";"1"
"2476260";"49"
"2600430";"0"
"2024204";"39"
"2230587";"26"
"2388980";"27"
"2429870";"48"
"2511200";"0"
"2700372";"36"
"2202080";"11"
"2381790";"20"
"2392021";"12"
"2510425";"0"
"2629250";"43"
"2024684";"20"
"2381410";"29"
"2391465";"10"
"2510035";"0"
"2600515";"0"
"2024284";"20"
"2230649";"26"
"2389955";"50"
"2429930";"30"
"2700810";"30"
"2202089";"13"
"2381830";"19"
"2392033";"29"
"2510465";"0"
"2635350";"0"
"2100505";"8"
"2381450";"13"
"2391605";"20"
"2510105";"0"
"2600616";"38"
"2024314";"0"
"2230714";"30"
"2390005";"49"
"2432110";"50"
