"ID";"Active";"Quantity"
"2510480";"0";"50"
"2510485";"0";"0"
"2700339";"0";"0"
"2510401";"0";"41"
"2510310";"0";"50"
"2510315";"0";"50"
"2510320";"0";"50"
"2510305";"0";"50"
"2510350";"0";"50"
"2510330";"0";"48"
"2510335";"0";"50"
"2510340";"0";"50"
"2510325";"0";"50"
"2797705";"0";"0"
"2797706";"0";"0"
"2797708";"0";"0"
"2389975";"1";"50"
"2390015";"1";"50"
"2390025";"1";"50"
"2390035";"1";"50"
"2389945";"1";"50"
"2389955";"1";"50"
"2389985";"1";"50"
"2389995";"1";"50"
"2390005";"1";"49"
"2390055";"1";"50"
"2390065";"1";"50"
"2390085";"1";"50"
"2391845";"1";"30"
"2391855";"1";"30"
"2391865";"1";"30"
"2391885";"1";"30"
"2391895";"1";"30"
"2391905";"1";"30"
"2391915";"1";"30"
"2391925";"1";"30"
"2391935";"1";"29"
"2391955";"1";"21"
"2391965";"1";"30"
"2391985";"1";"30"
"2600655";"0";"0"
"2600654";"0";"0"
"2600653";"0";"0"
"2600651";"0";"0"
"2600650";"0";"0"
"2600652";"0";"0"
"2600665";"0";"0"
"2600664";"0";"0"
"2600715";"0";"0"
"2600710";"0";"0"
"2600640";"0";"0"
"2600642";"0";"0"
"2600643";"0";"0"
"2600641";"0";"0"
"2600705";"0";"0"
"2600666";"0";"0"
"2600668";"0";"0"
"2600669";"0";"0"
"2600667";"0";"0"
"2600610";"0";"0"
"2600612";"0";"0"
"2600613";"0";"0"
"2600611";"0";"0"
"2600617";"0";"0"
"2600615";"0";"0"
"2600616";"0";"0"
"2600618";"0";"0"
"2600623";"0";"0"
"2600624";"0";"0"
"2600625";"0";"0"
"2600620";"0";"0"
"2600621";"0";"0"
"2600622";"0";"0"
"2600660";"0";"0"
"2600662";"0";"0"
"2600663";"0";"0"
"2600636";"0";"0"
"2600631";"0";"0"
"2600633";"0";"0"
"2600634";"0";"0"
"2600632";"0";"0"
"2600630";"0";"0"
"2600628";"0";"0"
"2390100";"1";"50"
"2900801";"1";"50"
"2429905";"1";"30"
"2429910";"1";"29"
"2429915";"1";"29"
"2429920";"1";"29"
"2429925";"1";"30"
"2429930";"1";"30"
"2429931";"1";"60"
"2429932";"1";"28"
"2429933";"1";"30"
"2429934";"1";"28"
"2429935";"1";"29"
"2429936";"1";"30"
"2429940";"1";"29"
"2389970";"1";"8"
"2392001";"1";"30"
