reference;quantity;id_shop
2510005;1;1
2510275;2;1
2202086;4;1
2230587;11;1
2291100;-2;1
2202087;5;1
2220200;13;1
2291300;4;1
2204087;3;1
2291800;6;1
2291200;5;1
2510010;5;1
2510035;5;1
2291400;4;1
2290100;2;1
2530500;2;1
2510006;5;1
2240287;6;1
2511200;-1;1
