Identifiant;Active (0/1);Nom;Categories (x,y,z...);Prix HT;ID règles de taxes;Prix d'achat;En soldes (0/1);Montant de réduction;Pourcentage de réduction;Réduction de (aaaa-mm-jj);Réduction à (aaaa-mm-jj);Référence;Référence fournisseur;Fournisseur;Fabricant;EAN13;UPC;Eco taxe;Largeur (cm);Hauteur (cm);Profondeur (cm);Poids (kg);Quantité;Quantité minimale;Visibilité;Frais de port supplémentaire;Unité;Ratio de prix unitaire;Description courte (html);Description (html);Tags (x,y,z...);Balise de titre;Méta mots-clés;Méta description;URL simplifiée;Texte "En stock";Texte "En commande" (si autorisé);Disponible à la commande (0 = Non, 1 = Oui);Date de disponibilité du produit;Date d'ajout d'un produit;Afficher le prix (0 = Non, 1 = Oui);URLs des images (x,y,z...);Supprimer les images existantes (0 = non, 1 = oui);Caractéristique(Nom:Valeur);Disponible en ligne uniquement (0 = Non, 1 = Oui);Etat;Personnalisable (0 = Non, 1 = Oui);Fichiers téléchargeables (0 = Non, 1 = Oui);Champs text (0 = Non, 1 = Oui);Si rupture de stock;Gestion des stocks avancée;ID ou nom de la boutique
2700710;0;Photophore 3cm pour bougies chauffe-plat;73,74,72;0,83;1;;0;;;;;2700710;;Bougies la Française;;3023677007100;;0;;;;;50;1;;;;;;<p>Avec ce <a href="/73-photophores-bougeoirs-et-lanternes">photophore</a> transparent pour bougie chauffe-plat, c’est tout en simplicité que vous illuminez les différentes pièces de votre maison. Salon, chambre ou salle de bain, chaque pièce parsemée de <strong>bougies chauffe-plat</strong>. Logées dans des <strong>mini-verres transparents</strong> ces petites bougies sont une invitation à l’apaisement et à la sérénité. <br/><br/>Bougeoirs, photophores ou autres ustensiles utiles, découvrez notre gamme d’<a href="/72-accessoires">accessoires</a> pour sublimer vos bougies.  </p>;;Photophore verre pour bougies chauffe-plat;Photophore, photophore transparent, lumignon,chauffe-plat;Avec ce photophore transparent pour bougie chauffe-plat, illuminez en toute simplicité les différentes pièces de votre maison.;;;;1;;2015-07-01;1;;0;Hauteur:31,Diamètre:50,Poids:40,Type de produit:Photophores;0;;0;0;0;0;0;1
2700715;0;Photophore verre strié 6,4cm pour bougies votives;73,74,72,71,69;2,42;1;;0;;;;;2700715;;Bougies la Française;;3023677007155;;0;;;;;50;1;;;;;;<p>Insérez votre bougie votive dans ce <a href="/73-photophores-bougeoirs-et-lanternes">photophore</a> transparent pour lui donner une nouvelle dimension. Grâce aux stries présentes sur le verre, la diffusion de la lumière est toujours renouvelée et fonction  de votre position par rapport à l’objet. Par une disposition astucieuse et judicieuse de <strong>photophores en verre</strong> et <strong>bougies votives</strong> dans votre pièce, vous créerez facilement une ambiance cosy et tamisée. <br/><br/> Couleurs, tailles… choisissez les <a href="/71-bougies-votives">bougies votives</a>  qui conviennent le mieux à votre décoration. </p>;;Photophore verre strié pour bougies votives ;Photophore, photophore transparent, lumignon,bougie votive;Insérez votre bougie votive dans ce photophore en verre strié transparent pour lui donner une nouvelle dimension.;;;;1;;2015-07-01;1;;0;Hauteur:64,Diamètre:62,Poids:80,Type de produit:Photophores;0;;0;0;0;0;0;1
2438800;0;Bougeoir bonbonnière en verre 26cm;74,73,72;24,17;1;;0;;;;;2438800;;Bougies la Française;;3023674388004;;0;;;;;30;1;;;;;;<p>Les plus gourmands craqueront sans complexe pour cette magnifique <strong>bonbonnière en verre</strong>. Utilisée tantôt comme objet déco pour embellir l’intérieur de sa maison, tantôt comme réceptacle à une <strong>bougie décorative ronde</strong>, cette <strong>bonbonnière</strong> apportera des notes délicieusement sucrées à votre décoration. <br/><br/> Adoptez la bougie décorative ronde qui vous convient dans notre gamme de <a href="/67-bougies-d-ambiance">bougies rondes</a>. </p>;;Bougeoir bonbonnière en verre 26cm;Bonbonnière, bougeoir, support bougie;Utilisée en objet déco ou en réceptacle à bougie décorative ronde, cette bonbonnière apportera des notes délicieusement sucrées à votre décoration.;;;;1;;2015-07-01;1;;0;Hauteur:260,Diamètre:120,Poids:275,Type de produit:Bonbonnières;0;;0;0;0;0;0;1
2438700;0;Bougeoir bonbonnière en verre 20cm;74,73,72;15,83;1;;0;;;;;2438700;;Bougies la Française;;3023674387007;;0;;;;;30;1;;;;;;<p>Levez le couvercle de cette <strong>bonbonnière en verre</strong> pour y glisser votre <strong>bougie décorative ronde</strong>. Logée dans son cocon sucré, votre bougie sera parfaitement installée pour s’illuminer des heures durant. Prenez soin de refermer votre <strong>bonbonnière</strong> lorsque la bougie est éteinte : c’est désormais un <strong>objet déco original</strong> qui triomphe dans votre décoration intérieure. <br/><br/>Sélectionnez vos <a href="/67-bougies-d-ambiance">bougies rondes</a> parmi les succulentes couleurs  proposées pour une déco de gourmandise. </p>;;Bougeoir bonbonnière en verre 20cm;Bonbonnière, bougeoir, support bougie;Levez le couvercle de cette bonbonnière en verre pour y glisser votre bougie décorative ronde. Une fois éteinte, cette bonbonnière devient un objet déco des plus originaux !;;;;1;;2015-07-01;1;;0;Hauteur:200,Diamètre:90,Poids:155,Type de produit:Bonbonnières;0;;0;0;0;0;0;1
2438400;0;Photophore verre évasé 15cm pour bougie cylindrique;74,73,72;21,67;1;;0;;;;;2438400;;Bougies la Française;;3023674384006;;0;;;;;20;1;;;;;;<p>Après les fleurs… les bougies ! Ce <strong>photophore en verre</strong> s’apparente à un véritable vase à bougies. Les <a href="/67-bougies-d-ambiance">bougies cylindriques</a>  s’installent aisément dans ce <a href="/73-photophores-bougeoirs-et-lanternes">photophore</a> évasé qui souligne la hauteur de vos bougies. Disposez ce <strong>photophore en verre</strong> sur une table ou un buffet pour une décoration raffinée du plus bel effet. <br/><br/> Découvrez toutes nos <a href="/74-petites-verreries">accessoires en verre</a>  pour une décoration mêlant élégance et raffinement. </p>;;Photophore verre 15cm pour bougie cylindrique;Photophore, photophore transparent, photophore évasé, bougie cylindrique;Ce photophore en verre s’apparente à un véritable vase à bougies. Ce photophore évasé souligne la hauteur de vos bougies cylindriques pour une déco du plus bel effet.;;;;1;;2015-07-01;1;;0;Hauteur:200,Diamètre:160,Poids:1375,Type de produit:Photophores;0;;0;0;0;0;0;1
2406260;0;Cloche parfumeur verre 12cm ;89,41,74,72;7,92;1;;0;;;;;2406260;;Bougies la Française;;3023674062607;;0;;;;;25;1;;;;;;<p>Cabinet de curiosité pouvant aussi bien accueillir une bougie qu’un objet déco, cette élégante <strong>cloche en verre</strong> s’exposera avec raffinement dans votre intérieur. Glissez-y une <strong>bougie parfumée</strong> et la <strong>cloche en verre</strong> en capturera tous les arômes. C’est avec caractère qu’ils vous seront restitués dès que vous lèverez la <strong>cloche</strong> pour allumer votre bougie.  <br/><br/>Pour sublimer vos objets de grande taille, choisissez les autres modèles de <a href="/89-cloche-parfumeur">cloches en verre</a>. </p>;;Cloche parfumeur verre 12cm ;Cloche, cloche en verre, cloche bougie;Cette élégante cloche en verre s’expose avec raffinement. Glissez-y une bougie parfumée et la cloche en verre en capturera tous les arômes.;;;;1;;2015-07-01;1;;0;Hauteur:120,Diamètre:90,Poids:144,Type de produit:Cloche du parfumeur;0;;0;0;0;0;0;1
2127600;0;Photophore verre sur pied lampe du poète 21cm;74,73,72;20,83;1;;0;;;;;2127600;;Bougies la Française;;3023671276007;;0;;;;;20;1;;;;;;<p>Eclairez vos pièces d’une lumière douce et tamisée grâce à ce charmant <strong>photophore en verre</strong>.  Sa forme de lampe en fait un objet de décoration original, sublimant vos <a href="/71-bougies-votives">bougies votives</a> ou <a href="/70-bougies-chauffe-plat">bougies chauffe-plat</a> en toute circonstance. Un bel écrin de verre pour une invitation à la poésie et à l’évasion…<br/><br/>Découvrez toute la gamme de <a href="/73-photophores-bougeoirs-et-lanternes">photophores et bougeoirs</a>, en verre ou métal, proposée par Bougies la Française. </p>;;Photophore verre sur pied lampe du poète 21cm;Photophore, photophore sur pied, photophore transparent, lampe, lampe poète, chauffe-plat, votive;Eclairez vos pièces d’une lumière douce et tamisée grâce à ce charmant photophore en verre.  En forme de lampe, il sublime vos bougies votives ou chauffe-plat en toute circonstance.;;;;1;;2015-07-01;1;;0;Hauteur:210,Diamètre:100,Poids:380,Type de produit:Photophores;0;;0;0;0;0;0;1
2126300;0;Photophore verre sur pied lampe du poète 15cm;74,73,72;15,83;1;;0;;;;;2126300;;Bougies la Française;;3023671263007;;0;;;;;25;1;;;;;;<p>Disposez cet élégant <strong>photophore en forme de lampe</strong> sur le coin de votre bureau pour profiter de la lueur des flammes jusque tard dans la nuit. Lecteurs passionnés ou cinéphiles nocturnes, la douceur de vos bougies vous accompagnera, sans limite, au fil de vos aventures. <br/><br/>Ne vous reste plus qu’à choisir la <a href="/71-bougies-votives">bougie votive</a> qui prendra place dans votre <strong>photophore en forme de lampe</strong> !  </p>;;Photophore verre sur pied lampe du poète 15cm;Photophore, photophore sur pied, photophore transparent, lampe, lampe poète, chauffe-plat, votive;Disposez cet élégant photophore en forme de lampe sur le coin de votre bureau pour profiter de la lueur des flammes jusque tard dans la nuit… ;;;;1;;2015-07-01;1;;0;Hauteur:150,Diamètre:95,Poids:265,Type de produit:Photophores;0;;0;0;0;0;0;1
2438600;0;Photophore verre sur pied lampe du poète 16cm;74,73,72;13,33;1;;0;;;;;2438600;;Bougies la Française;;3023674386000;;0;;;;;25;1;;;;;;<p>Pour une décoration singulière, optez pour cet objet à mi-chemin entre le <a href="/73-photophores-bougeoirs-et-lanternes">photophore</a> en verre et la lampe. Source originale d’éclairage, il permet de créer une ambiance tamisée grâce à la diffusion multifacettes  de la lumière. Craquez pour ce <strong>photophore en forme de lampe</strong> parfaitement incontournable ! <br/><br/>D’autres <a href="/74-petites-verreries">accessoires en verre</a> compléteront votre décoration, découvrez-les. </p>;;Photophore verre sur pied lampe du poète 16cm;Photophore, photophore sur pied, photophore transparent, lampe, lampe poète, chauffe-plat, votive;Source originale d’éclairage, ce photophore verre en forme de lampe permet de créer une ambiance tamisée grâce à la diffusion multifacettes  de la lumière.;;;;1;;2015-07-01;1;;0;Hauteur:160,Diamètre:80,Poids:110,Type de produit:Photophores;0;;0;0;0;0;0;1
